Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
4/18/2012,20647.63,19785.23,19490.09,19607.89,19560.86,20484.17,23401.81,25085.32,26057.83,26668.15,27190.2,27628.78,27711.09,27823.51,27387.31,26853.03,26679.26,26706.26,26632.8,27463.06,28412.87,27186.28,25161.29,22888.41
4/19/2012,21145.54,20201.24,19631.43,19484.4,19889.24,21158.05,23353.96,25106.65,25871.46,26630.81,27343.24,27865.32,28222.94,28439.64,28278.76,28391.32,28229.67,27831.97,27628.21,28160.51,28799.39,27592.55,25343.69,23002.36
4/20/2012,21611.69,20530.44,19879.1,19666.76,19974.13,20997.77,23075.72,25108.12,26413,27441.42,28483.48,29252.32,29645.46,30162.63,30121.76,29878.35,29992.88,29766.53,29194.62,29254.1,29821.11,28718.61,26518.72,24138.62
4/21/2012,22212.77,21031.26,20100.65,19816.98,19614.54,19892.52,20939.31,22078.13,23424.82,24740.08,25828.61,26638.07,26941.57,27165.38,27032.38,27425.61,27697.13,27682.4,27442.47,28524.38,28808.33,27708.3,25591.33,23665.13
4/22/2012,21601.74,20706.85,19775.19,19499.11,19366.36,19314.49,19948.45,20815.81,22136.25,23310.31,24400.56,24802.94,25171.16,25748.54,26292.78,26795.53,27170.82,27481.47,27331.71,27627.71,27985.04,26574.25,24805.46,22718.04
4/23/2012,21263.69,20151.16,19549.2,19480.69,20155.05,21511.92,23734.82,25453.42,26377.67,27527.07,28010.37,28362.01,27998.12,28060.5,27797.73,27871.63,27704.54,27730.07,27884.46,28707.07,29123.78,27749.01,25373.27,23387.16
4/24/2012,21151.3,20272.9,19834.14,19678.89,19875.73,20995.22,23432.98,25104.17,26054.25,26799.47,27455.21,27777.78,28073.09,28287.68,27710.63,27416.85,27052.82,27081.72,27235.66,28315.96,28762.54,27882.07,25121.05,22704.43
4/25/2012,20907.58,20089.58,19563.49,19549.2,19762.12,20716.37,23351.12,25099.52,26060.03,26705.9,26671.5,26875.32,27051.35,26565.2,26320.89,26329.33,25987.38,25658.9,26001.79,26776.06,27318.63,26126.33,24580.45,22004.67
4/26/2012,20986.93,20229.92,19714.7,19730.85,19985.46,21200.45,23001.36,24314.25,25097.57,25841.69,26208,26409.19,26515.13,27244.18,26933.29,26003.15,25951.26,25773.49,25646.53,27199.6,27609.61,27060.12,24675.89,22918.22
4/27/2012,21268.83,20481.6,19948.59,19945.26,20126.19,21672.42,23751,25294.55,25920.92,26459.19,26247.04,26419.53,26752.61,26668.12,26302.49,26063.56,26022.94,25831.49,26012.72,26611.19,27216.28,26527.67,25019.07,22788.98
4/28/2012,21502.92,20360.24,19726.06,19551.56,19647.18,20094.88,20259.96,21314.96,22853.38,23837.23,24506.8,24760.99,25028.36,25059.24,24604.38,24575.52,24672.94,24627.03,24939.52,25914.76,26915.55,25765.05,24511.06,22308.79
4/29/2012,21143.51,20132.43,19518.69,19170.58,19088.09,19261.45,19327.02,20134.87,21280.06,22251.49,23186.3,23861.94,24110.5,24400.47,24650.19,25013.87,25312.6,25622.68,25349.52,26274.87,27129.21,26661.51,24342.18,22470.98
4/30/2012,20667.34,19870.56,19481.94,19450.73,19933.22,21336.74,23412.37,25213.7,26382.21,27307.46,28183.36,28448.43,28581.76,28809.12,28278.55,28085.91,28017.44,27611.86,27742.55,28314.37,28585.9,27653.32,25496.07,22816.93
5/1/2012,21326.61,20497.66,19993.93,19807.7,20079.34,20981.27,23217.2,24899.89,25432.94,26467.31,26721.32,26984.84,27187.66,27367.49,27282.12,27208.38,27148.08,26975.79,26741.59,27646.1,28436.11,27151.24,24993.08,22580.82
5/2/2012,21612.45,20735.05,20193.99,20072.13,20477.01,21420.35,23515.76,25585.01,26411.08,27080.73,27638.23,27808.5,27737.73,27646.62,27504,27388.42,27261.53,27133.03,26855.17,27736.34,28759.06,27357.17,25243.06,22561.61
5/3/2012,21593.3,20491.05,19990.13,19863.98,20000.17,20857.99,22986.56,24606.18,25466.26,26204.87,27095.76,27663.05,27711.79,27785.31,27369.81,26901.19,26846.45,26576.41,26230.72,27202.95,27870.39,26788.41,24731.45,22404
5/4/2012,21482.38,20546.8,19989.1,19826.85,20162.29,20668.95,22546.4,24276.16,25147.7,25786.54,25906.06,26400.79,26722.03,26552.89,26722.82,26052.57,25962.67,25694.99,25505.97,25999.82,27107.05,26331.65,24786.8,22378.91
5/5/2012,21294.94,20372.21,20053.31,19789.12,19818.52,20187.2,20840.86,21514.93,22263.83,23166.76,23768.16,24480.48,24574.95,24566.97,24564.83,24174.67,24311.82,24317.27,24268.37,25305.34,26119.88,25451.38,24382.43,22022.87
5/6/2012,20869.11,19929.84,19296.65,19116.01,19007.65,18811.01,19132.59,19893.82,20733.99,21758.1,22766.96,23280.32,23743.43,24228.81,24171.06,24153.88,24535.78,24671.07,24819.9,25542.47,26657.69,25684.71,24258.27,21701.41
5/7/2012,20579.95,19589.94,19310.78,19391.57,19739.12,21246.07,22772.22,24669.65,25830.94,26733.54,27473.18,28075.61,28679.9,29129.34,29359.36,29546.34,29649.62,29032.83,28521.24,29086.17,29484.34,28016.14,25668.99,23099.49
5/8/2012,21735.09,20802.93,20243.51,20206.6,20398.49,21570.56,23194.87,24976.31,26216.81,27186.7,28005.24,28765.54,29429.82,30086.39,30574.38,30448.93,30825.38,30203.13,29597.55,29724.95,30174.44,28709.91,26390.05,23656.28
5/9/2012,22390.38,21340.27,20677.16,20701.11,20896.1,22216.11,24257.91,26050.81,27303.28,28430.39,29636.75,30343.68,30901.52,30930.93,31514.24,31762.85,31837.42,31134.02,30545.31,31058.45,31461.73,29930.83,27144.46,24804.38
5/10/2012,22375.68,21304.04,20940.97,20705.83,21013.47,22162.54,23743.28,25992.93,27217.76,28071.8,29025.29,29588.89,30108.52,30300.98,30539.89,30375.23,30563.82,29570.51,29454.54,29678.17,30492.25,29151.71,26562.19,23956.7
5/11/2012,22197.21,21301.02,20878.9,20652.88,20955.11,21727.66,23344.56,25210.45,26417.08,27111.2,28038.51,28620.95,29086.88,29572.1,29793.31,29741.72,29821.12,28837.44,28866.18,28772.33,29343.17,28205.45,26032.37,23447.05
5/12/2012,22123.12,21078.13,20329.98,20096.72,19830.78,19781.9,20516.15,21413.82,22729.1,23826.72,25003.95,25801.37,26190.34,26542.63,27376.99,27630.69,27676.03,27620.13,27319.11,27418.32,28013.46,27229.31,25477.03,23180.96
5/13/2012,22122.81,20969.09,20404.19,19979.33,19800.47,19787.25,19480.86,20337.23,21250.74,22677.5,24000.05,25382.63,25819.67,26294.72,26798.39,27234.67,27724.33,27874.87,27806.81,27781.78,28299.57,27193.21,25223.56,22850.5
5/14/2012,21420.36,20349.65,20059.87,19957.9,20372.24,21516.64,23370.46,25731.65,26921.65,27980.76,28825.36,29405.47,29913.61,30112.94,30115.51,30174.54,30143.65,29509.59,29328.21,29492.51,30033.73,28744.03,26485.29,24211.84
5/15/2012,21953.62,21028.36,20635.79,20342.45,20719.27,21634.25,24039.39,25825.71,26968.36,27986.98,28647.59,29173.35,29555.32,30096.51,30372.09,30423.86,30341.5,30131.03,29538.94,29425.76,30417.94,29242.45,26500.67,24023.78
5/16/2012,21977.91,21036.18,20795.67,20612.55,20972.83,21602.57,24078.9,25934.39,27103.48,27973.27,28938.82,29699.9,29847.62,30509.91,30477.7,30688.91,30830.61,30365.44,29977.86,29865.73,30611.51,29354.25,26864.03,24444.18
5/17/2012,22567.2,21715.19,21067.79,20842.48,21162.09,22107.79,24051.06,26037.71,27033.74,28026.61,29072.41,29703.31,30000.68,30235.55,30493.94,30335.91,30390.34,29696.76,29268.5,28987.92,29757.23,28911.05,26783.82,24103.56
5/18/2012,22126.96,21172.22,20702.61,20651.67,20685.37,21526.84,23637.28,25944.06,27070.6,27981.38,28729.95,29060,28915.75,29189.5,29128.98,29038.99,28772.54,28516.46,27955.03,27895.76,28664.19,27954.66,25958.26,23726.06
5/19/2012,21929.57,20980.1,20271.17,20101.97,19727.21,19670.66,20634.66,21825.26,22925.6,24171.3,24746.17,25675.3,25905.98,26173.91,26258.04,26695.9,26931.1,27083.83,26961.15,26978.69,27897.02,26976.28,25253.41,23131.99
5/20/2012,21978.36,20501.81,19994.51,19745.41,19541.04,19417.55,19700.35,20746.77,21677.11,22802.24,23834.4,24725.99,25432.36,26029.18,26548.02,27060.67,27429.39,27369.7,27240.57,27342.58,28201.18,27415.41,25685.93,23423.58
5/21/2012,22049.57,21041.42,20522.43,20404.46,20744.92,21976.38,23528.73,25749.41,27120.71,28812.64,29884.08,30779.85,31343.57,31707.1,32183.96,32431.75,32609.73,31732.74,31452.71,30850.33,31396.75,29909.58,26904.26,24683.44
5/22/2012,23063.79,22065.61,21398.18,21333.61,21459.65,22193.07,24269.84,26355.83,27726.68,28879.73,30492.04,30732.32,31418.85,31847.9,32336.4,32365.67,32564.56,32054.07,31393.91,30811.79,31542.93,29920.27,27432.9,25096.83
5/23/2012,23029.29,22028.37,21412.08,21299.72,21426.41,22484.35,24362.15,26133.58,27408.49,28458.18,29959.26,30595.07,31009.63,31486.26,31997.44,32229.88,31970.55,31348.4,30478.74,30318.59,30904.18,29843.03,26845.84,24703.31
5/24/2012,22502.5,21591.94,21099.15,21055.74,21251.04,22114.57,24005.92,25952.85,26893.82,27706.99,28825.32,29439.29,29832.94,29923.72,30211.16,30172.92,29948.2,29175.47,28800.48,28668.53,29536.58,28738.55,26560.07,24031.43
5/25/2012,22354.26,21392.52,20835.59,20668.9,20989.22,22043.98,23624.21,25603.64,26682,27528.21,28052.32,28113.92,27925.56,27802.51,27520.94,27174.2,26968.03,26850.77,26735.46,26763.63,27808.35,27421.58,25580.61,23648.95
5/26/2012,21808.8,20820.64,20163.57,19871.49,19850.37,20060.91,19926.15,20695.64,21733.18,22647.51,23290.41,23379.51,23671.49,24014.26,23909.04,23906.32,23957.7,24327.58,24211.44,24347.54,24846.28,24802.67,23513.19,22188.14
5/27/2012,20797.38,19993.73,19567.84,19395.3,19324.17,19160.92,19315.38,19959.19,20634.86,21462.93,22491.82,22865.96,23072.15,23139.95,23205.31,23356.15,23502.72,23903.26,24017.75,24309.64,25410.32,24448.34,23820.04,22151.24
5/28/2012,20815.47,19932.79,19516.13,19192.23,19233.93,19370.48,19419.49,20420.37,21206.28,21936.44,23143.94,23731.76,24680.16,24823.89,24931.26,25064.43,25167.21,24919.55,24630.34,24712.1,25650.77,24893.16,24047.28,22170.91
5/29/2012,21336.05,20362.89,19985.94,19813.27,20199.3,21409.78,23107.51,24770.5,25905.06,27043.63,27883.03,28332.05,28598.88,29077.09,29332.09,29242.51,29500.37,28839.31,28292.85,28312.67,28543.4,27730.34,25427.41,23667.83
5/30/2012,21965.25,21249.96,20553.74,20527.65,20735.03,21508.09,23660.59,25586.92,26233.49,27138.06,28413.67,28515.2,29195.39,29805.27,30401.66,30509.65,30536.4,30014.35,29358.89,29509.41,29643.54,28926.42,26653.05,24476.96
5/31/2012,23446.22,22121.11,21583.36,21316.59,21625.64,22551.49,24098.51,26153.25,27301.84,28237.14,29697.28,30657.9,31760.6,32762.08,33571.36,34022.53,34181.19,33533.64,32651.58,31771.94,31783.84,30641.24,28038.79,25842.7
6/1/2012,23729.01,22677.22,21884.61,21751.48,21751.65,22190.73,23972.57,26181.96,27467.3,28850.95,30358.13,31174.69,31958.53,32788.06,33492.51,33814.76,33906.51,33034.58,31947.32,30983.71,31088.13,30088.02,28017.16,26175.71
6/2/2012,23920.62,22935.59,22009.73,21556.78,21223.47,20640.76,21762.41,23246.32,24683.34,26085.16,27338.27,27901.37,28202.12,28372.74,28851.62,29171.94,29488.73,29310,28804.32,28900.33,29239.58,28747.81,26907.46,24922.19
6/3/2012,23111.07,21938.08,21215.8,20795.87,20545.33,20515.43,20166.76,20659.39,21977.78,23763.16,25036.64,25174.14,25909.51,26656.5,27186.25,27929.58,28614.91,28589.77,28085.93,28088.06,28585.15,28035.91,26406.65,24059.66
6/4/2012,22325.56,21328.19,20755.27,20588.49,20987.76,22174.64,23668.14,25472.42,26632.53,27340.09,28708.56,28575.12,29343.35,29873.12,29944.4,29940.13,29821.7,29639.17,29222.63,29062.53,29706.75,28969.83,26971.99,24053.83
6/5/2012,22372.41,21441.85,20818,20942.43,21154.25,21876.5,23147.76,25376.71,26833.58,27735.02,28527.2,28711.54,28864.3,29014.96,29060.7,29058.33,28890.93,28832.21,28425.78,28320.94,28859.33,28714.28,26502.67,23916.97
6/6/2012,22412.82,21454.43,20886.65,20672.55,21084.2,22075.44,23514.23,25516.91,26588.85,27633.89,28521.97,29121.79,29402.4,30150.34,30499.44,30944.05,30945.46,30656.43,30058.12,29390.2,29938.59,29236.34,26910.85,24747.05
6/7/2012,22604.47,21650.87,21158.55,20932.16,21179.72,21974.67,23735.05,25934.56,27156.75,28151.01,29206.41,29619.83,30408.71,31174.19,31638.17,31745.25,31657.37,31186.65,30228.31,29709.98,29934.81,29614.71,27206.13,24593.42
6/8/2012,22852.69,22087.86,21395.08,21171.28,21347.52,21655.08,23324.15,25354.9,26512.27,27533.68,28880.55,28849.13,29276.45,29734.3,29949.77,29918.13,29763.78,28906.8,28448.44,28092.49,28611.15,28358.82,26971.73,24241.6
6/9/2012,22793.91,21943.73,21318.94,20925.4,20919.48,21043.97,21203.36,22486.66,23624.96,25057.18,25759.38,26362.48,26412.57,26404.62,26570.75,26873.42,26870.79,26518.27,26385.65,26194.34,26940.46,27182.87,25420.97,23439.11
6/10/2012,22305.98,21287.35,20547.89,20220.2,20014,19998.26,19809.42,20805.1,22047.14,22937.72,23930.85,24807.66,25444.57,26081.78,26771.63,27452.89,27833.98,27790.7,27576.6,27320.42,27988.19,27850.38,25974.53,23684.17
6/11/2012,22439.48,21398.25,20589.32,20465.09,20948.41,22179.51,23592.74,25928.01,27524.97,29002.43,30333.05,31419.94,32205.37,32649.4,33108.58,33066.33,33395.54,32475.69,31849.66,31674.01,31626.13,31203.32,28246.1,25967.23
6/12/2012,24111.96,22798.5,21817.21,21750.57,21802.01,22793.1,24622,26644.8,28150.36,29619.2,31033.2,32124.83,33028.3,34025.62,34289.4,34555.19,34869,34048.92,33361.03,32395.29,32389.84,31817.24,29048.83,26291.67
6/13/2012,24008.48,22907.79,22212.99,21970.52,22228.99,22840,24090.05,26967.73,27992.72,29786.96,30927.06,31115.52,31160.98,31989.3,32420.84,33061.44,33536.81,32717.95,32019.61,31576.23,31407.68,30997.99,28342.82,25266.02
6/14/2012,23317.55,22654.82,21855.32,21767.48,21623.92,22316.11,23972.62,26188.79,27294.47,28494.5,30053.6,30325.81,30894.18,31587.64,31911.38,32127.04,32359.39,31668.19,30926.37,30378.59,30847.37,29902.76,27764.22,24647.13
6/15/2012,23800.46,22901.91,21961.25,21755.44,21738.55,22744.03,23596.6,25850.37,27337.7,28580.74,29890.46,30132.05,30857.61,31673.19,32145.83,32434.51,32718.79,32056.72,31315.13,30658.15,30300.07,29994.37,28074.91,25767.9
6/16/2012,24419.09,23314.1,22362.66,21730.38,21356.72,20588.41,20960.36,23050.54,24680.42,26984.09,28106.4,28808.94,30161.82,30983.59,31758.48,32402.06,32707.92,32657.94,32338.09,31546.3,31608.46,31199.92,28839.45,25816.27
6/17/2012,25215.5,23666.03,22723.21,22090.64,21638.95,20949.87,20802.42,21954.69,23608.03,26100.69,27996.77,28732.94,29329.13,30392.87,31283.67,31897.69,32532.16,32365.4,31754.19,31145.29,31339.28,30744.6,28149.99,25319.87
6/18/2012,24388.76,23104.78,22329.51,22036.59,22334.42,23385.21,24710.25,26906.89,28522.88,29994.48,31455.2,32459.4,33309.77,34189.58,34271.38,34304.37,34350.19,33407.61,32495.77,32041.34,32131.68,31638.92,28981.67,26594.81
6/19/2012,23832.55,22866.07,22096.48,21753.7,21908.45,22883.34,24092.61,26002.92,27398.81,28741.53,29936.25,30815.58,31525.03,32445.26,33258.76,33250.58,33306.37,32716.77,32424.77,31862.19,32304.97,31560.41,29089.67,26429.96
6/20/2012,24182.2,22860.9,22392.89,22041.41,22270.09,22670.98,23795.81,25975.08,27518.58,29041.56,30317.06,30835.74,31759.19,32824.12,33717.19,34253.58,34703.68,34096.38,33148.71,32345.75,32290.93,31437.02,29170.37,26205.82
6/21/2012,23992.57,22956.8,22073.54,21868.34,21635.9,22524.15,24434.78,26640.95,27384.74,29251.05,30442.23,31301.61,31346.48,32514.26,32927.05,33149.47,33433.81,32451.09,32219.19,31453.72,31386.11,30674.81,28243.11,25848.99
6/22/2012,23685.3,22736.65,21988.89,21677.18,21894.47,22720.21,24121.68,26060.6,27417.43,28273.48,29274.88,29934.97,30192.65,30672.68,31038.51,31198.66,31137.12,30630.27,30046.33,29313.17,29417.11,29269.24,27466.05,25365.02
6/23/2012,23358.3,22375.04,21611.1,21190.66,21104.85,20902.41,21365.79,22580.99,23925.39,25021.82,25780.88,26332.87,26454.55,26602.62,26634.53,26880.76,26987.09,27152.52,27162.28,26845.12,27476.98,27393.89,26032.54,24332.09
6/24/2012,22706.22,21796.32,21092.18,20653.61,20396.91,20119.73,19704.59,21109.5,22214.96,23466.3,24372.99,24241.44,24577.23,25222.41,25257.02,26131.62,26467.09,27002.74,26872.41,26615.25,27147.13,26732.43,25465.19,23496.67
6/25/2012,22064.19,21276.83,20805.2,20655.36,21071.42,22125.12,23631.84,25947.24,26453.85,27919.66,28919.39,29357.18,29522.39,30423.69,30772.71,31011,31100.18,30773.61,30230.89,29737.49,29996.29,29397.64,26906.39,24875.01
6/26/2012,23000.62,22129.2,21459.73,21218.88,21556.46,22457.26,24020.97,25918.1,26909.6,27947.08,28958.74,29671.28,29780.18,30652.92,31132.12,31453.22,31432.79,31228.03,30779.71,30100.84,30304.83,29797,27347.22,25065.65
6/27/2012,23047.81,22419,21729.56,21442.63,21735.09,22308.48,23789.77,26076.63,26951.19,28694.63,29659.15,29518.1,30628.84,31307.11,32149.19,32491,32842.56,32485.85,31876.61,30972.78,31299.59,30884.64,28370.63,25504.74
6/28/2012,23663.57,22673.87,22198.03,21851.79,22137.89,22527.4,24025.19,26361.1,27383.77,29280.73,30479.97,31438.46,31643.58,32977.8,33319.31,33671.29,34219,33954.53,33249.91,32057.88,31897.78,31309.67,28818.43,25972.63
6/29/2012,23969.64,22911.95,21848.19,21860.62,21857.33,22151.18,23915.51,26365.16,27451.61,29363.72,30672.91,31525.71,31900.27,32845.62,33544.16,34001.91,34112.23,33527,32686.18,31308.83,31242.99,30935.97,28838.51,25942.85
6/30/2012,24057.07,22935.17,21977.82,21819.32,21396.23,21123.86,21219.88,23040.33,24366.52,26317.55,27571.96,28469.76,28923.41,29578.72,29803.31,30337.52,30653.02,30728.01,30384.25,29551.86,29444.84,29309.37,27629.21,24722.27
7/1/2012,23290.21,22224.23,21722.79,21226.83,20955.56,20834.43,20027.5,21755.69,22745.33,24120.93,25352.66,26303.99,26479.1,27368.99,27593.77,28856.63,29482.44,30095.06,29592.92,29078.94,29140.23,29181.08,27123,24374.17
7/2/2012,23633.14,22443.96,21818.69,21441.5,21689.92,22695.12,23864.45,25974.88,27131.99,28977.46,30275.27,31231.44,31908.69,32781.73,33523.06,33707.61,34217.19,34021.29,33301.96,32460.89,32070.58,31268.36,28681.19,25747.12
7/3/2012,24019.64,23014.35,22561.21,22236.61,22459.62,22264.49,23645.61,25565.27,26853.73,28155.11,30458.76,31001.81,31672.83,32584.12,33290.25,33631.23,34021.28,33619.27,33045.63,32150.11,31703.47,31392.12,28441.07,25906.35
7/4/2012,24530.03,23404.02,22687.09,22021.76,21385.88,21561.19,21238.92,22343.05,23638.45,25045.11,26464.02,27446.68,28439.99,29086.79,29695.68,30311.14,30972.4,31058.92,30080.59,29342.2,28901.5,28186.67,26459.09,24483.43
7/5/2012,24043.78,22627.87,21932.19,21585.14,21550.91,23088.7,23821.35,25697.11,26814.6,29217.91,30282.5,31674.86,31642.6,32645.97,32934.96,33307.68,33768.43,33283.99,32919.51,32290.22,31594.45,31317.65,28097.44,25824.55
7/6/2012,23810.45,22610.98,21862.25,21492.56,21628.81,22567.08,23861.56,25831.49,26740.9,28561.8,29796.59,30736.1,31500.14,32412.79,33120.5,32953.9,33625.8,33138.22,32273.12,31042.76,30806.75,30318.48,28348.24,25574.61
7/7/2012,24576.41,23181.82,22309.07,21818.15,21712.02,21584.07,21857.1,23117.28,24628.98,26239.36,27510.78,28694.46,28974.14,30104.8,30975.53,31642.3,32247.79,32137.32,32116.91,31218.87,30876.8,30442.76,28507.95,25773.33
7/8/2012,24650.6,23180.2,22262.68,21717.44,21486.1,20985.14,20567.23,21855.92,23217.12,25160.87,26473.18,27359.56,28613.46,29865.97,31024.29,32064.85,33255.23,33169.25,32544.52,31843.07,31680.34,30968.77,28700.18,25796.4
7/9/2012,24133.53,22884.4,22145.21,21860,22203.62,23277.72,24693.75,26390.72,28341.02,30105.62,31844.54,33283.9,34161.62,35598.62,36341.22,36756.07,37608.67,37351.06,36836,35823.97,34852.28,33998.03,30339.72,27880.28
7/10/2012,25147.1,23811.52,23028.06,22774.63,22964.7,23503.76,25612.52,27641.1,29605.72,31146.34,33113.42,34748.74,35752.76,36941.61,38387.97,39097.02,39879.24,39867.68,38799.94,37921.8,36339.06,35054.7,31771.48,28614.42
7/11/2012,26172.68,24888.97,24089.57,23723.03,23615.48,23914.63,25593.33,28113,29719.82,32359.37,34396.78,36022,37711.93,39507.47,40302.45,40998.01,41725.88,40920.19,39887.95,39394.41,37798.8,36298.34,32910.42,29290.02
7/12/2012,26804.96,25428.72,24717.59,24178.95,24213.2,24332.86,26048.18,28504.91,30559.88,32585.54,34731.28,36272.87,37872.81,39676.75,41210.11,41221.31,41910.7,41633.07,40224.84,39377.14,38163.52,36758.33,33330.3,30155.39
7/13/2012,26534.6,25458.34,23899.38,23724.41,23414.79,23807.38,25899.07,28233.68,29889.83,32071.07,33971.4,35398.17,36204.62,37683.91,38991.67,39853.25,40384.21,39471,37716.54,36153.31,35415.87,34784.89,31978.95,28612.4
7/14/2012,25292.91,24398.37,23319.87,23033.41,22023.74,21997.37,22813.57,24229.66,26031.26,27684.71,28964.94,30361.17,31411.7,32171.45,33016.64,33588.75,33855.15,33615.96,33043.54,32258.94,32112.51,31569.53,29548.04,27199.92
7/15/2012,24102.86,22864.13,22349.67,21942.63,21488.66,20782.91,20751.88,21731.99,23038.84,24385.33,25631.06,26680.85,27772.33,28827.4,29783.33,30552.77,31263.66,32086.11,31013.93,31091.22,30496.65,30203.99,27716.72,25128.7
7/16/2012,23460.08,22360.14,21489.21,21604.68,21642.6,22709.91,24079.61,26127.78,27158.78,28442.66,30665.26,30932.94,31602.29,32423.49,33035.48,33603.91,34294.61,34003.74,33022.54,32127.08,31774.42,31150.56,27889.57,25117.08
7/17/2012,23438.97,22515.56,21782.91,21811.64,21731.54,22296.9,23623.65,25312.68,26329.27,27283.64,28507.35,28765.09,29187.86,30033.86,30590.72,30987.58,31054.82,30812.85,30055.2,29846.85,29419.18,29453.99,27071.73,24462.91
7/18/2012,23418.1,21965.21,21360.83,21247.23,21228.9,21822.51,23874.66,25359.64,26442.46,27734.21,29693.68,29871.43,30403.87,31124.25,31736.03,32468.33,32631.62,32425.17,31792.4,31004.71,31071.99,30529.61,27713.88,24850.53
7/19/2012,24668.61,23393.27,22501.71,22395.77,22257.29,23029.57,24123.48,26110.55,27581.06,29025.26,30847.08,31564.87,32095.59,33141.21,34424.56,34967.15,35240.64,35129.69,34173.63,32968.63,32299.21,32196.42,29103.76,26077.6
7/20/2012,25463.91,24131.96,23310.9,22877.31,23066.59,23910.34,24786.15,27066.92,28411.39,30048.38,31878.19,32661.83,33729.23,34848.31,36035.53,36567.7,37383.73,36635.15,35580.99,33975.71,33286.37,33190.76,30549.32,27396.44
7/21/2012,26370.29,24763.36,23659.26,23011.37,22804.31,22907.72,23195.71,24108.32,25455.47,27749.34,30115.7,31458.95,32548.02,34233.41,35262.04,35664.84,36904.06,36722.07,35791.24,34723.88,33785.88,33410.02,31099.73,27811.24
7/22/2012,25852.11,24526.11,23379.37,23032.25,22708.29,22279.08,21661.35,22774.96,24436.93,26412.03,28623.57,30424.12,32309.05,34151.88,35590.88,36499.42,37393.33,37495.28,36428.06,35485.05,34305.41,33301.59,30625.31,27380.49
7/23/2012,25369.7,24241.19,23012.94,22813.55,22900.01,23823.09,25915.78,28174.36,30231.1,32053.61,33926.16,35466.96,36767.39,38179.94,39080.7,39618.89,39936.89,39137.45,38664.32,37848.7,37051.66,35737.41,31861.17,28484.82
7/24/2012,25749.94,24731.06,23779.21,23679.84,23555.46,23961.16,25425.28,27750.32,29667.66,31328.13,33099.13,34359.2,35661.85,36775.67,37931.38,38548.74,39443.21,38877.52,37673.7,36222.61,35297.05,34358.13,30699.11,27599.47
7/25/2012,24708.49,23772.32,22956.4,22843,22705.71,23349.15,24763.82,26554.18,27995.73,29456.18,31079.31,31759.56,32762.38,34001.32,34641.88,35075.53,36113.25,35625.67,34420.64,33459.66,32358.82,32035.26,28853.35,25983.35
7/26/2012,24283.67,23358.45,22532.83,22518.77,22370.17,22938.63,24380.06,26206.83,27547.49,28904.55,30812.32,31671.73,32495.77,33296.81,33806.88,34391.67,35017.61,34728,33912.67,32801.58,32701.17,31801.14,28553.28,25790.21
7/27/2012,24527.39,23243.83,22546.84,22348.75,22200.81,22689.94,24072.64,25802.8,27151.5,28521.18,30023.17,30671.34,31481.43,32182.36,32799.12,33202.39,33612.49,33429.39,32453.65,31566.19,31057.19,30565.16,28332.24,25699.06
7/28/2012,24611.84,23394.26,22442.24,22081.07,21411.94,21019,21120.99,22563.37,24020,25538.71,27155.91,28289.66,28950.39,29909.41,30640.53,31261.93,31962.94,31902.41,31358.22,31248.69,30740.26,30942.09,28415.3,25932.19
7/29/2012,24350.88,23019.58,22168.01,21650.18,21026.77,20604.25,20413.09,21164.28,22630.31,24257.99,25993.94,26916.62,28015.04,29015.12,29827.19,30923.91,31920.87,32487.14,31649.12,31671.99,31518.51,30846.72,28415.78,25434.98
7/30/2012,24386.6,23074.49,22446.3,22195.71,22268.67,23740.58,24531.38,26499.59,28114.49,30409.02,32040.31,33285.13,34278.88,35941.55,36930.16,37669.78,38695.7,38316.21,37346.63,36199.58,35623.87,34440.29,30744.07,27106.99
7/31/2012,25272.7,24216.13,23263.02,23214.33,23073.5,23749.29,25230.29,27247.3,28654.78,30330.33,32225.98,33043.14,34211.99,36066.42,37341.39,38172.99,39057.92,38544.64,37089.77,36141.76,34414.22,33989.43,30581.66,27286.26
8/1/2012,26375.18,25009.6,24060.26,23606.67,23608.72,24230.82,25567.63,27470.73,29092.87,30790.75,32748.22,34217.85,35291.15,36706.7,37565.06,38304.64,39202.84,38833.23,37563.67,36478.62,35790.92,34814.75,30915.73,27601.16
8/2/2012,25947.73,24474.04,23707.95,23410.97,23220.18,23826.7,25334.65,27224.28,28794.63,30488.49,32415.32,33359.07,34535.14,36096.16,37138.33,37867.45,39053.14,38764.55,37392.84,36200.37,34875.94,33752.8,30781.6,27468.04
8/3/2012,25846.04,24632.92,23442.69,23339.04,23153.93,24122.25,25212.95,27060.56,28592.69,30202.81,32138.07,32862.09,33771.03,34888.13,35810.51,36385.19,36919.39,36130.28,35386.72,33608.11,32955.81,32141.47,29958.12,26997.86
8/4/2012,25462.23,23968.07,22924.54,22693.19,22190.05,22044.91,22296.7,23280.99,24635.08,26725.85,28476.06,29469.5,30479.94,31308.43,32194.56,32794.53,33311.65,33484.69,32398.04,31967.32,31751.01,31293.47,28660.88,26186.18
8/5/2012,24493.36,23381.38,22604.93,22168.89,21585.98,21252.2,21049.95,21811.01,23230.9,24797.7,26519.43,27822.78,29059.37,30392.4,31533.59,32332.65,33153.71,33628.86,32621.44,32676.93,32677.89,31358.53,28650.97,25971.6
